shipment_id,order_id,carrier,shipping_method,distance_band,promised_days,actual_days,actual_minus_promised,hours_to_ship,shipping_state,state,order_total,order_subtotal,shipping_fee,tax_amount,shipping_to_subtotal_ratio,payment_method,device_type,ip_country,promo_used,customer_segment,loyalty_tier,total_items,unique_products,late_delivery
1380,1380,UPS,overnight,regional,2,6,4,27.0,CO,CO,795.46,719.27,26.04,50.15,0.03620337286415393,card,mobile,US,0,budget,none,5,4,1
1381,1381,FedEx,standard,local,5,5,0,26.0,CO,CO,795.75,731.38,8.74,55.63,0.011950012305504663,paypal,mobile,CA,0,budget,none,7,5,0
1382,1382,FedEx,expedited,regional,3,3,0,32.0,CO,CO,51.68,36.21,12.99,2.48,0.3587406793703397,card,desktop,US,0,budget,none,2,2,0
1383,1383,UPS,expedited,regional,3,5,2,27.0,CO,CO,378.27,343.17,13.34,21.76,0.03887286184689804,card,mobile,US,0,budget,none,3,3,1
1384,1384,USPS,standard,regional,6,7,1,35.0,CO,CO,994.53,907.86,8.74,77.93,0.009627035005397308,card,desktop,US,0,budget,none,7,4,1
1385,1385,FedEx,standard,regional,6,7,1,14.0,CO,CO,445.14,405.88,6.99,32.27,0.01722183896718242,card,desktop,US,0,budget,none,2,1,1
1386,1386,FedEx,overnight,national,3,6,3,12.0,CO,CO,198.87,161.45,25.34,12.08,0.15695261690925985,card,desktop,US,0,budget,none,3,2,1
1387,1387,FedEx,expedited,regional,3,4,1,2.0,NY,CO,278.35,262.37,0.0,15.98,0.0,card,desktop,US,1,budget,none,2,2,1
1388,1388,FedEx,standard,regional,6,7,1,2.0,CO,CO,314.02,283.36,8.04,22.62,0.028373800112930544,card,mobile,US,1,budget,none,5,4,1
1389,1389,FedEx,standard,national,7,8,1,18.0,CO,CO,139.55,121.26,6.99,11.3,0.057644730331519047,paypal,desktop,US,0,budget,none,1,1,1
1390,1390,FedEx,overnight,local,1,1,0,32.0,CO,CO,505.66,456.3,25.34,24.02,0.05553364014902476,card,desktop,US,0,budget,none,3,3,0
1391,1391,USPS,standard,national,7,11,4,6.0,CO,CO,597.28,552.7,0.0,44.58,0.0,card,mobile,US,1,budget,none,6,5,1
1392,1392,FedEx,standard,local,5,6,1,20.0,CO,CO,92.8,80.96,6.99,4.85,0.08633893280632413,paypal,desktop,US,0,budget,none,2,2,1
1393,1393,USPS,standard,national,7,6,-1,36.0,CO,CO,253.64,230.5,6.99,16.15,0.03032537960954447,bank,mobile,US,0,budget,none,1,1,0
1394,1394,UPS,standard,regional,6,7,1,3.0,CO,CO,811.33,742.87,8.39,60.07,0.011294035295542963,bank,mobile,US,0,budget,none,6,5,1
1395,1395,FedEx,standard,regional,6,6,0,33.0,CO,CO,24.99,16.91,6.99,1.09,0.4133648728562981,card,desktop,US,0,budget,none,1,1,0
1396,1396,USPS,standard,local,5,9,4,22.0,WA,CO,128.84,121.18,0.0,7.66,0.0,card,desktop,US,1,budget,none,1,1,1
1397,1397,UPS,standard,local,5,9,4,26.0,CO,CO,1023.14,961.98,8.39,52.77,0.008721595043556,card,desktop,US,0,budget,none,6,5,1
1398,1398,USPS,standard,regional,6,7,1,31.0,CA,CO,137.1,122.48,6.99,7.63,0.05707054212932724,card,mobile,US,0,budget,none,1,1,1
1399,1399,FedEx,standard,local,5,5,0,17.0,CO,CO,509.93,476.51,8.39,25.03,0.017607185578476844,card,mobile,US,0,budget,none,6,4,0
1400,1400,UPS,expedited,regional,3,5,2,3.0,CO,CO,493.58,445.87,13.69,34.02,0.030704016865902618,card,desktop,CA,1,budget,none,4,3,1
1401,1401,UPS,standard,local,5,7,2,24.0,CO,CO,165.75,146.2,6.99,12.56,0.04781121751025992,card,desktop,US,0,budget,none,2,1,1
1402,1402,FedEx,standard,regional,6,6,0,17.0,CO,CO,81.23,76.76,0.0,4.47,0.0,card,mobile,US,1,budget,none,3,2,0
1403,1403,USPS,expedited,local,2,3,1,34.0,CO,CO,279.0,246.71,12.99,19.3,0.05265291232621296,card,tablet,GB,0,budget,none,2,2,1
1404,1404,FedEx,standard,local,5,5,0,17.0,CO,CO,649.99,593.66,7.34,48.99,0.012363979382137924,card,desktop,US,0,budget,none,3,3,0
1405,1405,UPS,standard,regional,6,9,3,10.0,AZ,CO,259.39,245.94,0.0,13.45,0.0,paypal,mobile,US,1,budget,none,5,3,1
1406,1406,FedEx,standard,local,5,6,1,21.0,CO,CO,283.05,259.18,7.69,16.18,0.029670499266918744,paypal,mobile,US,0,budget,none,4,4,1
1407,1407,FedEx,standard,local,5,6,1,26.0,CO,CO,204.6,181.22,7.69,15.69,0.04243460986646066,card,mobile,US,0,budget,none,4,3,1
1408,1408,USPS,standard,local,5,5,0,30.0,CO,CO,323.18,293.1,7.69,22.39,0.02623677925622654,bank,mobile,US,1,budget,none,4,3,0
1409,1409,UPS,standard,national,7,10,3,19.0,CO,CO,381.36,350.79,8.04,22.53,0.022919695544342766,card,desktop,US,0,budget,none,5,3,1
1410,1410,USPS,standard,regional,6,8,2,36.0,CO,CO,588.01,542.94,8.04,37.03,0.014808266106752125,card,desktop,US,0,budget,none,5,4,1
1411,1411,UPS,standard,regional,6,6,0,28.0,CO,CO,188.4,169.71,6.99,11.7,0.04118790878557539,bank,tablet,US,0,budget,none,1,1,0
1412,1412,UPS,standard,local,5,10,5,14.0,CO,CO,594.73,558.2,8.39,28.14,0.015030455034037979,bank,desktop,US,1,budget,none,6,5,1
1413,1413,FedEx,standard,national,7,10,3,20.0,CO,CO,672.91,629.5,8.74,34.67,0.013884034948371723,card,mobile,US,0,budget,none,7,4,1
1414,1414,FedEx,standard,national,7,11,4,12.0,CO,CO,324.73,298.32,8.04,18.37,0.026950925181013673,bank,desktop,US,0,budget,none,5,4,1
1415,1415,FedEx,expedited,regional,3,4,1,33.0,CO,CO,381.88,346.6,13.69,21.59,0.039497980380842464,card,mobile,US,0,budget,none,4,3,1
1416,1416,UPS,standard,regional,6,9,3,19.0,CO,CO,281.04,256.57,8.04,16.43,0.03133647737459563,card,desktop,US,0,budget,none,5,4,1
1417,1417,USPS,standard,regional,6,8,2,27.0,CO,CO,197.59,177.61,8.04,11.94,0.04526772141208264,card,mobile,US,0,budget,none,5,5,1
1418,1418,FedEx,standard,national,7,11,4,24.0,CO,CO,82.17,70.62,7.69,3.86,0.10889266496743132,card,mobile,US,1,budget,none,4,3,1
1419,1419,UPS,standard,regional,6,8,2,25.0,CO,CO,227.3,202.81,7.69,16.8,0.037917262462403234,card,tablet,US,1,budget,none,4,3,1
1420,1420,UPS,expedited,regional,3,4,1,5.0,CO,CO,773.32,701.09,13.69,58.54,0.019526736938196235,card,mobile,US,0,budget,none,4,3,1
1421,1421,USPS,expedited,national,4,5,1,5.0,CO,CO,855.42,787.24,14.74,53.44,0.018723642091357146,paypal,desktop,US,0,budget,none,7,5,1
1422,1422,FedEx,standard,local,5,6,1,22.0,CO,CO,121.57,108.52,6.99,6.06,0.06441208993733874,card,mobile,US,1,budget,none,1,1,1
1423,1423,UPS,standard,regional,6,7,1,28.0,CO,CO,423.52,391.15,8.04,24.33,0.02055477438322894,card,mobile,BR,0,budget,none,5,5,1
1424,1424,USPS,standard,national,7,9,2,5.0,CO,CO,198.76,177.64,7.34,13.78,0.04131952263003828,card,mobile,US,1,budget,none,3,3,1
1425,1425,FedEx,expedited,regional,3,4,1,32.0,CO,CO,434.68,394.02,13.34,27.32,0.03385614943403888,paypal,desktop,US,0,budget,none,3,3,1
1426,1426,UPS,standard,local,5,6,1,5.0,CO,CO,742.29,679.17,0.0,63.12,0.0,card,mobile,CA,1,budget,none,7,4,1
1427,1427,UPS,standard,local,5,7,2,10.0,CO,CO,189.52,168.66,7.69,13.17,0.045594687537056804,bank,mobile,US,0,budget,none,4,3,1
1428,1428,FedEx,standard,local,5,5,0,18.0,CO,CO,41.29,32.2,6.99,2.1,0.2170807453416149,card,tablet,US,0,budget,none,2,1,0
1429,1429,FedEx,standard,regional,6,8,2,28.0,CO,CO,61.93,50.54,6.99,4.4,0.13830629204590425,paypal,mobile,US,0,budget,none,1,1,1
1430,1430,FedEx,standard,national,7,9,2,34.0,CO,CO,338.73,314.49,8.04,16.2,0.025565200801297334,card,tablet,US,0,budget,none,5,5,1
1431,1431,UPS,standard,regional,6,8,2,19.0,CO,CO,861.12,808.6,9.09,43.43,0.011241652238436805,card,mobile,US,1,budget,none,8,5,1
1432,1432,USPS,standard,regional,6,6,0,26.0,CO,CO,128.68,111.07,7.69,9.92,0.069235617178356,card,tablet,BR,0,budget,none,4,3,0
1433,1433,FedEx,standard,local,5,4,-1,23.0,CO,CO,349.42,324.52,8.04,16.86,0.024775052385061013,card,mobile,US,1,budget,none,5,4,0
1434,1434,UPS,standard,regional,6,9,3,16.0,CA,CO,156.74,137.6,6.99,12.15,0.05079941860465117,card,desktop,US,0,budget,none,1,1,1
1435,1435,UPS,standard,regional,6,7,1,14.0,CO,CO,29.6,21.24,6.99,1.37,0.32909604519774016,paypal,desktop,US,0,budget,none,2,1,1
1436,1436,FedEx,standard,local,5,5,0,31.0,CO,CO,135.09,117.54,6.99,10.56,0.0594691168963757,card,mobile,US,0,budget,none,1,1,0
1437,1437,UPS,standard,local,5,4,-1,6.0,CO,CO,335.72,312.22,7.69,15.81,0.024630068541413107,card,mobile,US,0,budget,none,4,4,0
1438,1438,UPS,standard,regional,6,7,1,21.0,CO,CO,345.75,309.7,7.34,28.71,0.023700355182434615,card,tablet,US,0,budget,none,3,3,1
1439,1439,FedEx,expedited,local,2,3,1,13.0,CO,CO,395.85,363.05,13.69,19.11,0.03770830464123399,paypal,mobile,US,0,budget,none,4,4,1
1440,1440,UPS,standard,regional,6,7,1,8.0,CO,CO,240.55,214.03,6.99,19.53,0.032658973041162456,paypal,desktop,US,1,budget,none,1,1,1
1441,1441,FedEx,standard,local,5,9,4,28.0,CO,CO,53.82,43.1,6.99,3.73,0.16218097447795823,card,mobile,US,0,budget,none,1,1,1
1442,1442,UPS,standard,national,7,8,1,12.0,CO,CO,138.01,124.07,7.69,6.25,0.06198113967921336,paypal,mobile,US,0,budget,none,4,3,1
1443,1443,UPS,standard,regional,6,7,1,17.0,CO,CO,124.05,109.55,7.34,7.16,0.06700136923779096,card,mobile,US,1,budget,none,3,3,1
1444,1444,UPS,standard,regional,6,8,2,31.0,CO,CO,638.6,597.89,8.04,32.67,0.013447289635217179,card,desktop,US,0,budget,none,5,5,1
1445,1445,FedEx,standard,local,5,6,1,33.0,CO,CO,623.35,575.79,8.04,39.52,0.013963424165060178,card,tablet,US,0,budget,none,5,4,1
1446,1446,FedEx,standard,national,7,11,4,23.0,WA,CO,172.49,152.45,7.34,12.7,0.04814693342079371,crypto,mobile,US,0,budget,none,3,3,1
1447,1447,USPS,standard,regional,6,8,2,20.0,CO,CO,122.36,106.28,6.99,9.09,0.06576966503575461,card,desktop,US,0,budget,none,2,2,1
1448,1448,UPS,standard,regional,6,9,3,28.0,CO,CO,164.59,147.54,8.04,9.01,0.054493696624644164,card,mobile,US,0,budget,none,5,5,1
1449,1449,FedEx,expedited,local,2,4,2,18.0,CO,CO,691.99,620.23,14.04,57.72,0.02263676378117795,card,tablet,GB,0,budget,none,5,4,1
1450,1450,FedEx,expedited,local,2,3,1,4.0,CO,CO,529.71,481.06,12.99,35.66,0.02700286866503139,card,desktop,NG,0,budget,none,2,1,1
1451,1451,UPS,overnight,local,1,4,3,7.0,CO,CO,114.44,81.55,26.04,6.85,0.31931330472103003,bank,desktop,US,0,budget,none,5,4,1
1452,1452,FedEx,standard,local,5,6,1,16.0,CO,CO,146.73,127.95,6.99,11.79,0.05463071512309496,card,mobile,US,0,budget,none,2,2,1
1453,1453,UPS,standard,regional,6,7,1,2.0,CO,CO,813.29,759.29,8.39,45.61,0.011049796520433565,card,tablet,US,1,budget,none,6,5,1
1454,1454,UPS,standard,regional,6,6,0,2.0,CO,CO,179.5,158.73,6.99,13.78,0.04403704403704404,bank,mobile,US,0,budget,none,2,2,0
1455,1455,UPS,expedited,regional,3,6,3,28.0,CO,CO,478.87,436.18,14.39,28.3,0.032990967031959285,crypto,mobile,US,0,budget,none,6,5,1
1456,1456,UPS,standard,regional,6,11,5,5.0,CO,CO,1378.29,1264.27,9.09,104.93,0.007189919874710307,crypto,desktop,US,0,budget,none,8,5,1
1457,1457,UPS,standard,regional,6,8,2,35.0,CO,CO,320.79,288.06,7.69,25.04,0.026695827258210097,card,mobile,CA,0,budget,none,4,4,1
1458,1458,USPS,standard,regional,6,10,4,4.0,CO,CO,286.44,258.49,7.69,20.26,0.029749700181825215,card,mobile,US,1,budget,none,4,3,1
1459,1459,FedEx,expedited,regional,3,4,1,29.0,CO,CO,668.59,619.34,14.39,34.86,0.023234410824426,card,desktop,US,0,budget,none,6,5,1
1460,1460,UPS,standard,regional,6,7,1,20.0,CO,CO,177.66,156.39,7.69,13.58,0.049171941940021745,card,mobile,US,0,budget,none,4,3,1
1461,1461,UPS,standard,regional,6,7,1,2.0,CO,CO,191.63,170.84,6.99,13.8,0.04091547646921096,card,mobile,US,0,budget,none,2,2,1
1462,1462,UPS,standard,national,7,8,1,33.0,CO,CO,52.46,49.84,0.0,2.62,0.0,bank,desktop,US,1,budget,none,2,1,1
1463,1463,USPS,standard,local,5,7,2,2.0,CO,CO,678.75,628.15,9.09,41.51,0.014471065828225743,crypto,desktop,US,0,budget,none,8,5,1
1464,1464,UPS,standard,regional,6,7,1,21.0,CO,CO,688.07,624.78,8.39,54.9,0.01342872691187298,card,mobile,US,1,budget,none,6,4,1
1465,1465,USPS,standard,regional,6,7,1,8.0,CO,CO,941.97,858.74,7.69,75.54,0.008954980552903091,card,mobile,US,0,budget,none,4,3,1
1466,1466,FedEx,standard,local,5,6,1,28.0,CO,CO,177.56,159.57,6.99,11.0,0.0438052265463433,paypal,mobile,US,0,budget,none,2,2,1
1467,1467,FedEx,standard,regional,6,7,1,21.0,CO,CO,34.47,31.87,0.0,2.6,0.0,crypto,mobile,US,1,budget,none,1,1,1
1468,1468,FedEx,expedited,national,4,6,2,10.0,CO,CO,454.45,413.13,14.39,26.93,0.03483165105414761,card,mobile,US,1,budget,none,6,5,1
1469,1469,USPS,expedited,regional,3,3,0,31.0,CO,CO,366.62,331.26,12.99,22.37,0.039213910523455894,card,desktop,US,1,budget,none,2,2,0
1470,1470,UPS,expedited,national,4,5,1,14.0,CO,CO,730.67,662.44,14.39,53.84,0.021722722057846748,card,desktop,GB,0,budget,none,6,4,1
1471,1471,UPS,standard,local,5,5,0,8.0,CO,CO,369.64,331.7,7.34,30.6,0.02212842930358758,card,mobile,US,0,budget,none,3,2,0
1472,1472,UPS,expedited,local,2,2,0,27.0,CO,CO,653.97,607.56,13.69,32.72,0.022532753966686418,card,mobile,US,0,budget,none,4,2,0
1473,1473,UPS,standard,local,5,6,1,29.0,FL,CO,41.89,32.2,6.99,2.7,0.2170807453416149,card,mobile,US,0,budget,none,2,1,1
1474,1474,UPS,standard,regional,6,7,1,35.0,CO,CO,222.74,199.79,7.34,15.61,0.036738575504279496,card,desktop,US,1,budget,none,3,2,1
1475,1475,FedEx,standard,regional,6,11,5,27.0,CO,CO,828.21,774.07,8.39,45.75,0.010838813027245597,card,mobile,US,0,budget,none,6,5,1
1476,1476,UPS,standard,national,7,9,2,18.0,CO,CO,357.94,325.28,8.04,24.62,0.02471716674864732,paypal,mobile,US,0,budget,none,5,3,1
1477,1477,UPS,standard,national,7,10,3,25.0,CO,CO,53.98,43.98,6.99,3.01,0.15893587994542976,card,tablet,US,0,budget,none,2,1,1
1478,1478,UPS,standard,local,5,7,2,5.0,CO,CO,795.09,737.15,8.39,49.55,0.011381672658210678,card,desktop,US,0,budget,none,6,5,1
1479,1479,UPS,standard,local,5,9,4,33.0,CO,CO,870.34,790.7,8.39,71.25,0.010610851144555457,bank,mobile,US,0,budget,none,6,4,1
1480,1480,FedEx,expedited,regional,3,3,0,24.0,CO,CO,58.13,42.16,13.34,2.63,0.31641366223908923,card,mobile,CA,0,budget,none,3,2,0
1481,1481,UPS,standard,regional,6,9,3,16.0,CO,CO,630.51,570.42,7.69,52.4,0.013481294484765613,bank,mobile,US,1,budget,none,4,4,1
1482,1482,FedEx,expedited,local,2,4,2,2.0,CO,CO,507.07,455.97,14.04,37.06,0.030791499440752677,card,desktop,US,0,budget,none,5,3,1
1483,1483,UPS,standard,local,5,7,2,29.0,CO,CO,200.0,182.62,7.34,10.04,0.04019274997262074,card,desktop,US,0,budget,none,3,2,1
1484,1484,USPS,expedited,regional,3,6,3,12.0,CO,CO,755.92,698.38,13.34,44.2,0.019101348835877316,card,mobile,US,0,budget,none,3,2,1
1485,1485,FedEx,standard,local,5,9,4,24.0,CO,CO,611.5,565.13,9.09,37.28,0.01608479464901881,card,mobile,US,0,budget,none,8,5,1
1486,1486,UPS,standard,local,5,6,1,3.0,CO,CO,192.61,170.71,6.99,14.91,0.04094663464354754,card,tablet,US,0,budget,none,1,1,1
1487,1487,UPS,expedited,regional,3,4,1,32.0,CO,CO,138.37,118.81,12.99,6.57,0.10933423112532616,paypal,mobile,US,0,budget,none,1,1,1
1488,1488,USPS,standard,regional,6,8,2,33.0,CO,CO,278.93,252.86,7.69,18.38,0.03041208573914419,card,desktop,US,0,budget,none,4,4,1
1489,1489,USPS,standard,regional,6,8,2,8.0,CO,CO,136.89,119.96,6.99,9.94,0.05826942314104702,card,mobile,US,0,budget,none,1,1,1
1490,1490,UPS,expedited,regional,3,4,1,29.0,NY,CO,709.95,653.24,14.39,42.32,0.02202865715510379,card,mobile,US,1,budget,none,6,5,1
1491,1491,USPS,standard,local,5,7,2,16.0,CO,CO,452.57,417.64,7.69,27.24,0.01841298726175654,bank,tablet,US,0,budget,none,4,4,1
1492,1492,FedEx,standard,local,5,5,0,7.0,CO,CO,690.49,636.85,8.39,45.25,0.013174216848551464,card,tablet,US,0,budget,none,6,5,0
1493,1493,UPS,standard,national,7,7,0,21.0,CO,CO,61.71,49.82,7.69,4.2,0.15435568044961864,card,desktop,US,0,budget,none,4,3,0
1494,1494,UPS,standard,local,5,6,1,27.0,CO,CO,200.89,178.42,7.34,15.13,0.041138885775137315,card,desktop,US,0,budget,none,3,2,1
1495,1495,UPS,standard,regional,6,7,1,12.0,CO,CO,35.54,26.62,6.99,1.93,0.2625845229151014,paypal,mobile,US,0,budget,none,2,1,1
1496,1496,UPS,overnight,regional,2,3,1,16.0,CO,CO,156.77,122.48,24.99,9.3,0.20403331156107118,paypal,desktop,US,0,budget,none,1,1,1
1497,1497,FedEx,standard,local,5,6,1,12.0,CO,CO,830.18,777.66,8.04,44.48,0.01033870843299128,paypal,mobile,US,0,budget,none,5,4,1
1498,1498,UPS,standard,regional,6,6,0,24.0,CO,CO,317.26,290.13,7.34,19.79,0.025299003894805775,card,desktop,US,0,budget,none,3,2,0
1499,1499,FedEx,standard,regional,6,7,1,33.0,CO,CO,198.32,175.46,6.99,15.87,0.03983813974695087,paypal,desktop,US,0,budget,none,2,1,1
1500,1500,UPS,standard,regional,6,8,2,28.0,CO,CO,185.64,169.71,6.99,8.94,0.04118790878557539,paypal,desktop,US,0,budget,none,1,1,1
1501,1501,FedEx,standard,local,5,4,-1,23.0,CO,CO,260.62,239.92,6.99,13.71,0.02913471157052351,paypal,tablet,US,0,budget,none,2,1,0
1502,1502,FedEx,standard,national,7,9,2,19.0,CO,CO,156.3,139.04,9.09,8.17,0.06537686996547756,card,desktop,US,0,budget,none,8,5,1
1503,1503,FedEx,expedited,local,2,2,0,29.0,CO,CO,505.82,462.3,13.69,29.83,0.029612805537529742,card,desktop,US,0,budget,none,4,2,0
1504,1504,USPS,standard,regional,6,7,1,5.0,CO,CO,69.92,59.88,6.99,3.05,0.11673346693386773,card,desktop,US,0,budget,none,1,1,1
1505,1505,UPS,standard,regional,6,7,1,28.0,CO,CO,653.49,596.0,8.74,48.75,0.014664429530201343,card,mobile,US,0,budget,none,7,4,1
1506,1506,UPS,expedited,regional,3,4,1,21.0,CO,CO,111.77,92.08,14.39,5.3,0.15627715030408343,card,tablet,US,0,budget,none,6,5,1
1507,1507,UPS,standard,regional,6,6,0,3.0,CO,CO,695.87,642.54,7.69,45.64,0.011968126497961218,card,tablet,US,1,budget,none,4,3,0
1508,1508,USPS,standard,regional,6,6,0,26.0,CO,CO,401.02,369.37,0.0,31.65,0.0,card,desktop,US,1,budget,none,5,4,0
1509,1509,USPS,standard,regional,6,7,1,2.0,CO,CO,607.59,570.47,0.0,37.12,0.0,bank,mobile,US,1,budget,none,5,3,1
1510,1510,USPS,standard,local,5,7,2,9.0,CO,CO,520.13,479.46,8.39,32.28,0.01749885287615234,card,tablet,US,0,budget,none,6,4,1
1511,1511,UPS,expedited,national,4,6,2,36.0,CO,CO,770.71,711.81,14.04,44.86,0.019724364647869516,card,tablet,US,0,budget,none,5,4,1
1512,1512,FedEx,standard,regional,6,7,1,25.0,CO,CO,95.0,81.47,7.69,5.84,0.09439057321713515,card,tablet,US,0,budget,none,4,4,1
1513,1513,USPS,standard,regional,6,7,1,33.0,CO,CO,39.09,29.6,6.99,2.5,0.23614864864864865,card,desktop,US,0,budget,none,1,1,1
1514,1514,USPS,standard,regional,6,7,1,4.0,CO,CO,557.63,505.09,8.04,44.5,0.015917955215902117,card,tablet,US,1,budget,none,5,4,1
1515,1515,UPS,standard,national,7,7,0,18.0,CO,CO,16.34,8.68,6.99,0.67,0.805299539170507,card,tablet,US,0,budget,none,1,1,0
1516,1516,UPS,standard,regional,6,5,-1,35.0,CO,CO,465.84,428.06,6.99,30.79,0.016329486520581228,paypal,mobile,US,0,budget,none,2,1,0
1517,1517,FedEx,standard,local,5,8,3,16.0,CA,CO,159.33,139.41,7.69,12.23,0.05516103579370203,card,desktop,NG,1,budget,none,4,3,1
1518,1518,UPS,standard,national,7,9,2,20.0,CO,CO,451.55,419.92,8.04,23.59,0.019146504096018285,card,desktop,US,0,budget,none,5,5,1
1519,1519,UPS,standard,national,7,7,0,18.0,CO,CO,349.86,323.9,6.99,18.97,0.02158073479468972,card,mobile,US,0,budget,none,2,2,0
1520,1520,UPS,standard,regional,6,8,2,34.0,CO,CO,505.63,456.27,8.04,41.32,0.017621145374449337,paypal,desktop,US,0,budget,none,5,5,1
1521,1521,UPS,standard,regional,6,9,3,14.0,CO,CO,186.14,167.76,7.34,11.04,0.04375298044825942,card,tablet,US,0,budget,none,3,3,1
1522,1522,UPS,standard,national,7,8,1,25.0,CO,CO,182.26,165.05,7.34,9.87,0.04447137231142078,paypal,desktop,US,0,budget,none,3,3,1
1523,1523,FedEx,standard,national,7,8,1,29.0,CO,CO,208.55,186.51,8.74,13.3,0.046860758136292965,card,mobile,US,0,budget,none,7,5,1
1524,1524,UPS,standard,local,5,7,2,24.0,CO,CO,194.32,175.19,7.69,11.44,0.04389519949768823,card,mobile,US,0,budget,none,4,4,1
1525,1525,UPS,standard,local,5,8,3,26.0,CO,CO,336.08,304.25,7.34,24.49,0.024124897288414132,card,desktop,US,0,budget,none,3,2,1
1526,1526,UPS,standard,regional,6,8,2,29.0,CO,CO,547.15,494.0,7.34,45.81,0.0148582995951417,card,mobile,US,0,budget,none,3,3,1
1527,1527,UPS,standard,local,5,8,3,13.0,CO,CO,330.41,298.87,7.69,23.85,0.025730250610633387,paypal,desktop,US,0,budget,none,4,3,1
1528,1528,UPS,standard,local,5,7,2,25.0,CO,CO,238.55,214.76,7.34,16.45,0.0341776867200596,card,mobile,US,0,budget,none,3,2,1
1529,1529,FedEx,standard,regional,6,9,3,14.0,CO,CO,496.87,463.24,8.39,25.24,0.018111562041274502,card,desktop,US,0,budget,none,6,4,1
1530,1530,FedEx,standard,regional,6,7,1,30.0,CO,CO,389.86,354.78,8.39,26.69,0.02364845819944755,paypal,desktop,US,0,budget,none,6,5,1
1531,1531,FedEx,standard,regional,6,8,2,30.0,CO,CO,431.55,395.56,8.74,27.25,0.022095257356658914,bank,desktop,GB,0,budget,none,7,5,1
1532,1532,FedEx,standard,local,5,8,3,6.0,CO,CO,1200.56,1098.34,8.74,93.48,0.00795746308064898,paypal,mobile,BR,0,budget,none,7,4,1
1533,1533,UPS,standard,regional,6,5,-1,26.0,CO,CO,232.16,210.0,6.99,15.17,0.03328571428571429,card,mobile,US,0,budget,none,1,1,0
1534,1534,UPS,standard,local,5,7,2,18.0,CO,CO,533.13,488.24,8.39,36.5,0.01718417171882681,card,tablet,GB,0,budget,none,6,4,1
1535,1535,UPS,expedited,regional,3,4,1,2.0,CO,CO,320.31,291.82,13.34,15.15,0.04571311082173943,card,mobile,US,1,budget,none,3,3,1
1536,1536,UPS,overnight,regional,2,2,0,10.0,CO,CO,674.81,599.75,26.39,48.67,0.044001667361400584,card,mobile,GB,0,budget,none,6,4,0
1537,1537,UPS,standard,regional,6,7,1,32.0,CO,CO,771.16,703.89,8.04,59.23,0.011422239270340535,card,desktop,GB,0,budget,none,5,4,1
1538,1538,UPS,standard,regional,6,7,1,32.0,CO,CO,558.03,511.53,7.34,39.16,0.01434910953414267,card,desktop,US,0,budget,none,3,3,1
1539,1539,USPS,standard,local,5,7,2,7.0,CO,CO,350.32,319.99,8.39,21.94,0.02621956936154255,paypal,mobile,US,0,budget,none,6,4,1
1540,1540,FedEx,standard,regional,6,8,2,26.0,CO,CO,568.63,529.62,9.09,29.92,0.017163249122012007,bank,mobile,US,0,budget,none,8,5,1
1541,1541,USPS,overnight,local,1,2,1,15.0,CO,CO,412.8,362.23,25.69,24.88,0.07092179002291361,paypal,mobile,US,1,budget,none,4,4,1
1542,1542,UPS,standard,national,7,9,2,27.0,CO,CO,422.46,393.94,7.69,20.83,0.019520739198862772,bank,mobile,US,1,budget,none,4,3,1
1543,1543,FedEx,standard,regional,6,7,1,5.0,CO,CO,105.09,92.4,6.99,5.7,0.07564935064935065,card,mobile,US,0,budget,none,1,1,1
1544,1544,USPS,standard,regional,6,8,2,12.0,CO,CO,33.37,24.86,6.99,1.52,0.2811745776347546,bank,mobile,US,0,budget,none,2,2,1
1545,1545,FedEx,standard,national,7,8,1,26.0,CO,CO,134.87,118.81,6.99,9.07,0.05883343152933255,card,desktop,US,0,budget,none,1,1,1
1546,1546,UPS,standard,national,7,7,0,27.0,CO,CO,104.91,92.4,6.99,5.52,0.07564935064935065,bank,mobile,US,1,budget,none,1,1,0
1547,1547,FedEx,standard,regional,6,6,0,29.0,CO,CO,681.55,624.37,8.39,48.79,0.01343754504540577,card,mobile,US,1,budget,none,6,5,0
1548,1548,FedEx,overnight,regional,2,6,4,13.0,CO,CO,148.31,114.96,25.34,8.01,0.22042449547668755,card,desktop,US,1,budget,none,3,3,1
1549,1549,USPS,overnight,regional,2,4,2,22.0,CO,CO,744.08,671.37,26.74,45.97,0.03982900636012929,paypal,mobile,US,0,budget,none,7,5,1
1550,1550,FedEx,expedited,regional,3,7,4,2.0,CO,CO,1048.48,970.27,14.39,63.82,0.014830923351232133,card,mobile,US,1,budget,none,6,5,1
1551,1551,UPS,expedited,regional,3,3,0,23.0,CO,CO,414.9,373.34,13.69,27.87,0.036668988053784754,card,desktop,US,0,budget,none,4,4,0
1552,1552,FedEx,standard,local,5,5,0,2.0,CO,CO,258.58,229.18,8.74,20.66,0.03813596299851645,card,desktop,US,0,budget,none,7,4,0
1553,1553,FedEx,standard,local,5,6,1,32.0,CO,CO,400.72,370.38,6.99,23.35,0.018872509314757816,card,mobile,US,1,budget,none,2,1,1
1554,1554,USPS,standard,local,5,8,3,29.0,CO,CO,262.69,238.04,8.04,16.61,0.03377583599395059,card,mobile,US,0,budget,none,5,5,1
1555,1555,FedEx,standard,regional,6,7,1,26.0,CO,CO,283.03,261.26,7.34,14.43,0.02809461838781291,card,mobile,US,0,budget,none,3,3,1
