order_id,customer_id,order_total,order_subtotal,shipping_fee,tax_amount,risk_score,payment_method,device_type,ip_country,promo_used,customer_segment,loyalty_tier,gender,state,shipping_state,shipping_method,distance_band,promised_days,actual_days,items_per_order,unique_products,avg_item_price,customer_age,account_age_days,shipping_to_subtotal_ratio,tax_to_subtotal_ratio,is_fraud
467,1,853.23,792.11,8.04,53.08,98.3,card,desktop,CA,0,standard,silver,Female,CO,IL,standard,regional,6,5,5,5,158.422,20.23545516769336,0,0.010150105414652005,0.06701089495145876,0
468,1,508.53,473.33,7.69,27.51,38.8,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,4,4,118.3325,20.366872005475702,8,0.01624659328586821,0.05812012760653244,0
469,1,753.31,681.55,7.69,64.07,84.1,card,mobile,US,0,standard,silver,Female,CO,CO,standard,national,7,8,4,3,177.6833333333333,20.098562628336754,0,0.011283104687843886,0.09400630914826498,0
470,1,526.32,482.4,8.04,35.88,87.3,card,mobile,IN,1,standard,silver,Female,CO,CO,standard,local,5,5,5,4,117.27250000000001,20.123203285420946,0,0.016666666666666666,0.07437810945273633,0
471,1,479.67,434.87,8.74,36.06,52.5,card,mobile,US,1,standard,silver,Female,CO,CO,standard,national,7,8,7,4,69.21000000000001,20.407939767282684,24,0.020097960309977694,0.08292133281210477,0
472,1,124.8,107.86,6.99,9.95,5.9,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,6,2,2,53.93,20.528405201916495,67,0.06480623029853515,0.09224921194140552,0
473,1,402.08,367.3,8.39,26.39,47.8,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,6,4,74.98,20.303901437371664,0,0.022842363190852165,0.07184862510209637,0
474,1,254.97,226.62,7.34,21.01,85.5,crypto,mobile,GB,0,standard,silver,Female,CO,CO,standard,national,7,10,3,3,75.54,20.213552361396303,0,0.03238902126908481,0.0927102638778572,1
475,1,681.69,635.8,8.39,37.5,42.8,paypal,tablet,US,0,standard,silver,Female,CO,CO,standard,regional,6,10,6,4,95.9625,20.53388090349076,69,0.013195973576596416,0.05898081157596729,1
476,1,671.8,613.06,13.69,45.05,65.9,paypal,desktop,US,0,standard,silver,Female,CO,CO,expedited,local,2,2,4,3,136.70666666666668,20.2217659137577,0,0.02233060385606629,0.07348383518742048,0
477,1,97.71,85.88,6.99,4.84,12.9,card,tablet,US,0,standard,silver,Female,CO,CO,standard,national,7,9,2,1,42.94,20.268309377138944,0,0.08139264089427108,0.056357708430367956,0
478,1,475.74,429.85,7.34,38.55,56.9,card,mobile,US,0,standard,silver,Female,CO,CO,standard,local,5,6,3,2,166.505,20.10403832991102,0,0.017075724089798766,0.08968244736536,0
479,1,1424.34,1313.15,15.79,95.4,99.3,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,local,2,4,10,5,97.86600000000001,20.265571526351813,0,0.012024521189506148,0.07264973536915051,0
480,1,379.76,348.75,7.34,23.67,45.0,card,mobile,US,0,standard,silver,Female,CO,CO,standard,national,7,9,3,3,116.25,20.301163586584533,0,0.021046594982078854,0.06787096774193549,0
481,1,260.33,213.99,26.04,20.3,11.9,bank,mobile,US,0,standard,silver,Female,CO,CO,overnight,regional,2,1,5,3,59.95000000000001,20.372347707049965,11,0.12168792934249263,0.0948642459928034,0
482,1,308.4,283.88,7.34,17.18,29.8,paypal,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,3,2,73.14,20.26009582477755,0,0.025855995491052556,0.06051852895589686,0
483,1,396.12,368.8,8.04,19.28,24.6,card,mobile,US,0,standard,silver,Female,CO,CO,standard,national,7,10,5,3,78.11666666666667,20.449007529089666,38,0.02180043383947939,0.05227765726681128,0
484,1,153.61,119.96,24.99,8.66,6.7,paypal,mobile,US,0,standard,silver,Female,CO,CO,overnight,national,3,3,1,1,119.96,20.50924024640657,60,0.20831943981327108,0.07219073024341448,0
485,1,60.82,45.46,12.99,2.37,3.6,bank,desktop,US,0,standard,silver,Female,CO,CO,expedited,regional,3,4,2,1,22.73,20.40246406570842,21,0.28574571051473824,0.05213374395072591,0
486,1,318.88,290.19,13.34,15.35,37.6,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,national,4,4,3,2,121.46000000000001,20.194387405886378,0,0.04596988180157827,0.05289637823494951,0
487,1,270.34,250.05,6.99,13.3,26.0,card,desktop,GB,0,standard,silver,Female,CO,CO,standard,regional,6,9,2,2,125.02499999999999,20.432580424366872,32,0.027954409118176364,0.05318936212757448,1
488,1,473.85,430.41,8.04,35.4,22.6,bank,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,5,4,89.32749999999999,20.38877481177276,16,0.01867986338607374,0.08224715968495155,0
489,1,423.13,391.76,8.04,23.33,45.4,bank,mobile,US,1,standard,silver,Female,CO,CO,standard,national,7,8,5,4,68.23750000000001,20.249144421629023,0,0.020522769042270777,0.059551766387584235,0
490,1,114.91,99.43,6.99,8.49,37.2,card,mobile,GB,0,standard,silver,Female,CO,CO,standard,national,7,7,2,2,49.715,20.2217659137577,0,0.07030071407020014,0.0853867042140199,0
491,1,616.91,561.1,7.69,48.12,59.5,paypal,tablet,US,0,standard,silver,Female,CO,CO,standard,national,7,6,4,3,181.17333333333332,20.27378507871321,0,0.013705221885581893,0.08576011406166457,0
492,1,483.41,439.43,8.74,35.24,93.2,crypto,desktop,NG,0,standard,silver,Female,CO,CO,standard,national,7,9,7,5,83.098,20.262833675564682,0,0.019889402180096945,0.08019479780624901,0
493,1,15.33,7.79,6.99,0.55,11.7,card,mobile,US,0,standard,silver,Female,CO,CO,standard,local,5,5,1,1,7.79,20.32854209445585,0,0.8973042362002568,0.0706033376123235,0
494,1,358.65,326.56,7.34,24.75,28.8,bank,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,5,3,2,111.025,20.186173853524984,0,0.02247672709456149,0.07579005389514944,0
495,1,489.31,456.48,9.09,23.74,58.6,card,mobile,US,0,standard,silver,Female,CO,CO,standard,local,5,9,8,5,64.438,20.314852840520192,0,0.019913249211356465,0.05200665965650192,1
496,1,595.03,538.81,13.34,42.88,64.0,card,tablet,US,0,standard,silver,Female,CO,CO,expedited,regional,3,4,3,2,145.98,20.12046543463381,0,0.024758263580854107,0.07958278428388486,0
497,1,797.54,743.36,7.69,46.49,95.6,card,mobile,US,0,standard,silver,Female,CO,NY,standard,regional,6,7,4,2,157.65,20.17248459958932,0,0.010344920361601378,0.06254035729659922,0
498,1,196.0,172.44,7.34,16.22,21.1,bank,mobile,US,1,standard,silver,Female,CO,CO,standard,local,5,4,3,2,80.235,20.12046543463381,0,0.04256553003943401,0.09406170262120157,0
499,1,75.4,57.86,13.34,4.2,11.7,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,regional,3,3,3,2,17.935,20.15605749486653,0,0.2305565157276184,0.07258900795022469,0
500,1,1411.44,1313.71,26.74,70.99,99.1,card,tablet,US,0,standard,silver,Female,CO,CO,overnight,national,3,4,7,4,168.1975,20.268309377138944,0,0.020354568359835883,0.05403780134123969,0
501,1,430.15,391.49,9.09,29.57,61.1,bank,mobile,GB,0,standard,silver,Female,CO,CO,standard,local,5,5,8,5,54.652,20.334017796030118,0,0.023218983882091496,0.07553194206748576,0
502,1,492.47,453.99,8.39,30.09,51.6,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,6,4,60.917500000000004,20.301163586584533,0,0.018480583272759313,0.06627899292935968,0
503,1,253.71,232.29,8.04,13.38,54.2,card,mobile,IN,0,standard,silver,Female,CO,CO,standard,local,5,8,5,5,46.458000000000006,20.246406570841888,0,0.034611907529381376,0.05760041327650782,1
504,1,572.73,531.86,13.34,27.53,36.9,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,regional,3,5,3,3,177.28666666666666,20.503764544832308,58,0.025081788440567066,0.051761741811754976,0
505,1,114.53,101.27,6.99,6.27,5.6,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,7,1,1,101.27,20.479123887748116,49,0.06902340278463513,0.06191369606003752,0
506,1,511.17,465.09,8.39,37.69,61.2,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,10,6,2,77.51499999999999,20.331279945242983,0,0.018039519232836657,0.0810380786514438,1
507,1,747.19,669.49,14.39,63.31,79.2,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,national,4,5,6,4,99.97,20.35044490075291,2,0.021493973024242333,0.09456451926092996,0
508,1,382.01,342.82,8.04,31.15,38.0,card,desktop,US,0,standard,silver,Female,CO,CO,standard,national,7,8,5,5,68.564,20.317590691307323,0,0.02345254069190829,0.090864010267779,0
509,1,305.18,277.78,13.34,14.06,29.4,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,local,2,2,3,3,92.59333333333335,20.355920602327174,4,0.04802361581107351,0.050615595075239404,0
510,1,305.38,282.11,7.69,15.58,29.5,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,5,4,3,72.52666666666667,20.227241615331966,0,0.02725887065329127,0.055226684626564104,0
511,1,11.98,4.73,6.99,0.26,8.8,card,desktop,US,0,standard,silver,Female,CO,CO,standard,national,7,8,1,1,4.73,20.32580424366872,0,1.4778012684989428,0.05496828752642706,0
512,1,74.86,62.16,7.69,5.01,6.8,card,tablet,US,1,standard,silver,Female,CO,CO,standard,local,5,6,4,3,16.73,20.473648186173854,47,0.12371299871299872,0.0805984555984556,0
513,1,358.53,328.08,8.04,22.41,9.9,bank,tablet,US,0,standard,silver,Female,CO,CO,standard,local,5,8,5,4,54.89,20.427104722792606,30,0.024506217995610827,0.06830651060716898,0
514,1,881.16,807.59,8.39,65.18,78.7,card,mobile,US,0,standard,silver,Female,CO,CO,standard,local,5,7,6,3,154.65333333333334,20.520191649555098,64,0.010388934979383103,0.08070927079334811,0
515,1,60.3,44.06,12.99,3.25,8.3,card,mobile,US,1,standard,silver,Female,CO,CO,expedited,national,4,6,2,1,22.03,20.438056125941138,34,0.29482523831139357,0.07376305038583748,0
516,1,1449.99,1321.05,9.79,119.15,99.6,card,mobile,US,1,standard,silver,Female,CO,CO,standard,local,5,6,10,5,118.77799999999999,20.28747433264887,0,0.007410771734605049,0.09019340675977443,0
517,1,755.39,706.52,9.44,39.43,85.5,paypal,mobile,US,1,standard,silver,Female,CO,CO,standard,regional,6,8,9,5,77.174,20.164271047227928,0,0.01336126365849516,0.0558087527600068,0
518,1,38.66,29.1,6.99,2.57,7.5,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,1,1,29.1,20.37782340862423,13,0.24020618556701032,0.08831615120274913,0
519,1,1147.33,1043.47,15.09,88.77,98.8,paypal,tablet,NG,1,standard,silver,Female,CO,CO,expedited,regional,3,4,8,5,117.626,20.295687885010267,0,0.014461364485802179,0.08507192348606092,0
520,1,1391.86,1269.46,9.79,112.61,98.6,card,mobile,US,1,standard,silver,Female,CO,CO,standard,regional,6,12,10,5,149.582,20.451745379876797,40,0.007711940510138168,0.08870700927953618,1
521,1,784.64,726.92,8.39,49.33,82.1,card,tablet,US,0,standard,silver,Female,CO,CO,standard,national,7,9,6,4,117.20249999999999,20.18343600273785,0,0.01154184779618115,0.06786166290650966,0
522,1,135.66,120.73,7.34,7.59,11.7,card,mobile,US,1,standard,silver,Female,CO,CO,standard,regional,6,7,3,2,55.055,20.542094455852155,72,0.06079681934896049,0.06286755570280791,0
523,1,39.73,13.88,24.99,0.86,33.2,card,mobile,US,0,standard,silver,Female,CO,CO,overnight,regional,2,4,1,1,13.88,20.290212183436,0,1.8004322766570604,0.06195965417867435,1
524,1,336.88,300.6,8.04,28.24,26.6,card,mobile,US,0,standard,silver,Female,CO,CO,standard,national,7,8,5,3,62.28333333333333,20.39151266255989,17,0.02674650698602794,0.09394544244843644,0
525,1,1088.21,1033.11,0.0,55.1,96.9,paypal,mobile,US,1,standard,silver,Female,CO,CO,standard,local,5,7,6,4,131.6575,20.136892539356605,0,0.0,0.0533341076942436,0
526,1,1018.94,925.4,9.79,83.75,93.7,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,4,10,5,104.06800000000001,20.15605749486653,0,0.010579208990706721,0.09050140479792522,0
527,1,433.09,391.27,8.04,33.78,61.4,card,mobile,GB,0,standard,silver,Female,CO,CO,standard,regional,6,8,5,5,78.25399999999999,20.421629021218344,28,0.020548470365732104,0.08633424489482966,0
528,1,252.06,230.08,8.39,13.59,22.4,bank,mobile,US,0,standard,silver,Female,CO,AZ,standard,national,7,8,6,4,49.905,20.462696783025326,44,0.03646557719054242,0.0590664116828929,0
529,1,189.28,176.0,0.0,13.28,14.8,card,mobile,US,1,standard,silver,Female,CO,CO,overnight,regional,2,4,2,1,88.0,20.542094455852155,72,0.0,0.07545454545454545,0
530,1,614.18,570.28,7.69,36.21,72.5,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,4,4,142.57,20.15879534565366,0,0.01348460405414884,0.06349512520165533,0
531,1,442.37,391.78,14.39,36.2,20.0,bank,desktop,US,0,standard,silver,Female,CO,CO,expedited,regional,3,5,6,3,60.20666666666667,20.416153319644078,26,0.03672979733523917,0.0923987952422278,0
532,1,324.55,301.88,7.34,15.33,20.1,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,3,3,100.62666666666667,20.410677618069816,24,0.024314297071684112,0.05078176758977077,0
533,1,216.22,188.51,13.34,14.37,26.5,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,local,2,5,3,2,86.64,20.164271047227928,0,0.07076547663253939,0.07622937775184341,0
534,1,740.61,689.79,8.74,42.08,87.0,bank,desktop,US,0,standard,silver,Female,CO,TX,standard,regional,6,9,7,5,101.40400000000001,20.1533196440794,0,0.012670522912770554,0.06100407370359095,1
535,1,276.35,247.05,7.34,21.96,26.5,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,3,2,64.75500000000001,20.28747433264887,0,0.02971058490184173,0.08888888888888889,0
536,1,41.16,15.23,24.99,0.94,5.8,paypal,mobile,US,0,standard,silver,Female,CO,CO,overnight,local,1,1,1,1,15.23,20.39425051334702,19,1.6408404464871962,0.06172028890347997,0
537,1,132.32,110.15,12.99,9.18,19.2,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,local,2,4,2,2,55.075,20.295687885010267,0,0.11793009532455742,0.08334089877439854,1
538,1,570.87,516.39,15.44,39.04,36.7,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,national,4,6,9,4,63.957499999999996,20.435318275154003,33,0.029899881872228355,0.07560177385309554,0
539,1,153.96,121.26,24.99,7.71,6.7,card,desktop,US,0,standard,silver,Female,CO,CO,overnight,local,1,3,1,1,121.26,20.555783709787818,78,0.2060860959920831,0.0635823849579416,0
540,1,347.45,317.74,13.69,16.02,34.0,card,tablet,US,0,standard,silver,Female,CO,CO,expedited,regional,3,4,4,4,79.435,20.17248459958932,0,0.04308554163781708,0.05041858122993642,1
541,1,313.25,279.75,8.74,24.76,37.0,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,7,4,36.165,20.199863107460644,0,0.03124218051831993,0.08850759606791779,0
542,1,600.18,564.44,0.0,35.74,90.9,card,mobile,GB,1,standard,silver,Female,CO,CO,standard,regional,6,9,8,5,77.946,20.177960301163587,0,0.0,0.06331939621571823,1
543,1,807.05,737.89,8.04,61.12,87.4,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,5,3,125.8,20.134154688569474,0,0.010895932998143353,0.08283077423464202,0
544,1,18.4,10.62,6.99,0.79,6.9,paypal,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,5,1,1,10.62,20.306639288158795,0,0.6581920903954803,0.07438794726930321,0
545,1,443.1,406.06,14.04,23.0,47.9,bank,mobile,US,1,standard,silver,Female,CO,CO,expedited,local,2,1,5,3,69.44666666666667,20.265571526351813,0,0.03457617100921046,0.05664187558488893,0
546,1,92.9,63.18,24.99,4.73,16.3,card,mobile,US,0,standard,silver,Female,CO,CO,overnight,local,1,1,2,1,31.59,20.139630390143736,0,0.39553656220322886,0.07486546375435266,0
547,1,282.92,259.98,6.99,15.95,21.7,bank,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,2,2,129.98999999999998,20.32580424366872,0,0.026886683591045464,0.061350873144088,0
548,1,355.13,321.13,8.04,25.96,30.5,bank,tablet,US,1,standard,silver,Female,CO,CO,standard,regional,6,7,5,4,56.072500000000005,20.177960301163587,0,0.02503658954317566,0.08083953539065176,0
549,1,336.43,301.18,7.69,27.56,16.6,paypal,desktop,US,1,standard,silver,Female,CO,CO,standard,national,7,10,4,3,60.406666666666666,20.569472963723477,82,0.025532903911282292,0.0915067401553888,1
550,1,748.52,695.45,8.39,44.68,67.8,card,desktop,US,1,standard,silver,Female,CO,CO,standard,national,7,9,6,4,125.4425,20.49281314168378,54,0.012064131138112014,0.06424617154360486,0
551,1,441.03,403.71,14.39,22.93,52.6,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,national,4,6,6,4,60.4975,20.254620123203285,0,0.035644398206633475,0.056798196725372174,0
552,1,609.87,555.0,8.04,46.83,65.7,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,5,5,4,134.35500000000002,20.10677618069815,0,0.014486486486486485,0.08437837837837837,0
553,1,539.64,495.6,7.34,36.7,45.0,paypal,desktop,US,1,standard,silver,Female,CO,CO,standard,local,5,6,3,2,187.21,20.416153319644078,27,0.014810330912025826,0.07405165456012913,0
554,1,30.51,21.99,6.99,1.53,12.5,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,5,1,1,21.99,20.136892539356605,0,0.31787175989085953,0.06957708049113234,0
555,1,792.36,713.59,13.69,65.08,90.6,card,mobile,US,1,standard,silver,Female,CO,CO,expedited,regional,3,3,4,3,166.52,20.139630390143736,0,0.019184685884051065,0.09120082960803823,0
556,1,667.59,621.66,9.44,36.49,50.9,bank,mobile,US,0,standard,silver,Female,CO,CO,standard,local,5,9,9,5,80.662,20.424366872005475,29,0.015185149438599877,0.058697680404079404,1
557,1,604.48,553.17,8.39,42.92,50.6,card,tablet,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,6,5,105.01399999999998,20.410677618069816,24,0.015167127646112409,0.07758916788690638,0
558,1,31.31,16.91,12.99,1.41,12.5,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,regional,3,3,1,1,16.91,20.11498973305955,0,0.7681845062093436,0.08338261383796569,0
559,1,243.96,217.08,6.99,19.89,10.2,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,5,2,2,108.53999999999999,20.087611225188226,0,0.03220011055831951,0.09162520729684909,0
560,1,154.28,134.26,8.04,11.98,16.4,paypal,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,5,2,26.165,20.32580424366872,0,0.05988380753761358,0.0892298525249516,0
561,1,610.73,551.69,26.74,32.3,65.8,card,desktop,US,0,standard,silver,Female,CO,CO,overnight,local,1,2,7,5,98.498,20.199863107460644,0,0.04846924903478402,0.05854737261868077,0
562,1,53.73,43.1,6.99,3.64,6.1,card,tablet,US,1,standard,silver,Female,CO,CO,standard,national,7,9,1,1,43.1,20.4435318275154,36,0.16218097447795823,0.08445475638051043,0
563,1,1070.5,992.29,8.74,69.47,95.0,paypal,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,8,7,5,138.00799999999998,20.347707049965777,1,0.008807908978222093,0.07000977536808796,0
564,1,291.23,256.93,13.34,20.96,17.6,paypal,mobile,US,0,standard,silver,Female,CO,CO,expedited,national,4,5,3,2,67.22500000000001,20.39425051334702,18,0.051920756626318454,0.08157864009652435,0
565,1,209.61,173.28,24.99,11.34,34.3,card,mobile,US,1,standard,silver,Female,CO,CO,overnight,regional,2,1,2,2,86.64,20.290212183436,0,0.1442174515235457,0.06544321329639889,0
566,1,613.66,559.76,14.39,39.51,34.7,bank,mobile,US,0,standard,silver,Female,CO,CO,expedited,regional,3,3,6,5,97.80600000000001,20.555783709787818,78,0.02570744604830642,0.07058382163784478,0
567,1,315.75,290.82,7.69,17.24,24.6,bank,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,4,3,73.36333333333333,20.301163586584533,0,0.026442473007358507,0.059280654700502027,0
568,1,1238.99,1152.08,8.74,78.17,97.8,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,5,7,4,123.85749999999999,20.10130047912389,0,0.007586278730643706,0.06785119088952157,0
569,1,474.75,433.57,14.39,26.79,59.2,paypal,mobile,US,1,standard,silver,Female,CO,CO,expedited,regional,3,3,6,5,85.70599999999999,20.18069815195072,0,0.03318956569873377,0.06178933044260442,0
570,1,600.22,549.88,14.04,36.3,78.6,card,mobile,US,1,standard,silver,Female,CO,CO,expedited,national,4,6,5,3,93.41666666666667,20.164271047227928,0,0.025532843529497345,0.06601440314250381,0
571,1,289.01,254.74,14.04,20.23,27.8,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,national,4,4,5,3,43.89333333333334,20.240930869267626,0,0.05511501923529873,0.07941430478134569,0
572,1,127.55,110.22,7.34,9.99,14.7,paypal,mobile,US,0,standard,silver,Female,CO,CO,standard,local,5,5,3,3,36.74,20.31211498973306,0,0.06659408455815641,0.09063690800217747,0
573,1,705.17,656.96,8.39,39.82,89.3,paypal,mobile,CA,0,standard,silver,Female,CO,CO,standard,local,5,5,6,4,133.32999999999998,20.28747433264887,0,0.012770944958597175,0.060612518265952264,0
574,1,43.67,28.93,12.99,1.75,13.2,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,national,4,3,2,2,14.465,20.33949349760438,0,0.4490148634635327,0.060490839958520566,0
575,1,492.34,450.29,14.74,27.31,58.9,card,mobile,US,0,standard,silver,Female,CO,CO,expedited,national,4,4,7,5,52.818000000000005,20.238193018480494,0,0.03273446001465722,0.06064980345999244,0
576,1,550.72,508.41,13.69,28.62,36.7,paypal,desktop,US,0,standard,silver,Female,CO,CO,expedited,local,2,2,4,3,107.74,20.369609856262834,10,0.026927086406640308,0.056293149229952204,0
577,1,383.57,351.94,8.39,23.24,45.5,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,6,5,66.326,20.26009582477755,0,0.023839290788202537,0.06603398306529522,0
578,1,402.49,372.19,8.04,22.26,25.2,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,5,5,74.438,20.528405201916495,67,0.021601870012627956,0.05980816249764905,0
579,1,1156.62,1078.61,8.74,69.27,89.9,bank,tablet,US,1,standard,silver,Female,CO,CO,standard,regional,6,10,7,5,141.566,20.522929500342233,66,0.008103021481351,0.06422154439510111,1
580,1,725.19,651.23,14.04,59.92,65.2,card,desktop,US,1,standard,silver,Female,CO,CO,expedited,national,4,5,5,5,130.246,20.577686516084874,85,0.021559203353653852,0.09201050320163383,0
581,1,541.3,495.55,7.69,38.06,57.6,card,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,6,4,4,123.8875,20.205338809034906,0,0.015518111189587328,0.07680355160932298,0
582,1,292.62,264.35,7.69,20.58,28.2,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,4,3,47.723333333333336,20.17248459958932,0,0.02909022129752222,0.07785133345942877,0
583,1,593.57,550.06,14.74,28.77,49.2,card,desktop,US,0,standard,silver,Female,CO,CO,expedited,regional,3,4,7,4,89.8425,20.39425051334702,19,0.026797076682543726,0.05230338508526343,0
584,1,137.48,121.26,6.99,9.23,8.2,card,mobile,US,0,standard,silver,Female,CO,CO,standard,national,7,7,1,1,121.26,20.520191649555098,65,0.057644730331519047,0.07611743361372258,0
585,1,925.2,869.77,8.74,46.69,79.0,bank,mobile,US,1,standard,silver,Female,CO,CO,standard,regional,6,8,7,5,106.20599999999999,20.50650239561944,59,0.010048633546799728,0.05368085815790381,0
586,1,660.31,601.53,7.34,51.44,81.8,paypal,mobile,US,0,standard,silver,Female,CO,FL,standard,local,5,8,3,2,199.29500000000002,20.39151266255989,17,0.012202217678253786,0.08551526939637258,1
587,1,238.67,212.8,7.69,18.18,14.1,paypal,mobile,US,0,standard,silver,Female,CO,CO,standard,national,7,8,4,3,56.72,20.372347707049965,10,0.03613721804511278,0.08543233082706767,0
588,1,625.55,574.03,15.09,36.43,60.5,bank,mobile,US,0,standard,silver,Female,CO,CO,expedited,local,2,4,8,5,101.24600000000001,20.249144421629023,0,0.026287824678152712,0.06346358204275038,0
589,1,218.53,196.42,6.99,15.12,16.7,card,mobile,US,1,standard,silver,Female,CO,CO,standard,local,5,5,2,1,98.21,20.45722108145106,41,0.035587007433051626,0.07697790449037777,0
590,1,547.98,506.81,7.69,33.48,63.2,bank,desktop,IN,1,standard,silver,Female,CO,CO,standard,regional,6,5,4,4,126.7025,20.3750855578371,11,0.015173339121169669,0.06606025926875948,0
591,1,309.38,286.6,8.39,14.39,29.9,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,6,6,4,65.81,20.292950034223136,0,0.029274249825540822,0.050209351011863225,0
592,1,659.1,594.86,8.39,55.85,54.9,card,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,8,6,4,112.3575,20.520191649555098,64,0.014104158961772518,0.09388763742729382,0
593,1,514.57,470.47,8.04,36.06,74.5,crypto,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,5,4,106.34,20.084873374401095,0,0.017089293685038365,0.07664675749782132,0
594,1,115.32,99.9,6.99,8.43,10.7,paypal,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,5,1,1,99.9,20.298425735797398,0,0.06996996996996997,0.08438438438438438,0
595,1,644.92,600.96,13.34,30.62,38.3,bank,mobile,US,0,standard,silver,Female,CO,CO,expedited,national,4,7,3,3,200.32000000000002,20.54757015742642,75,0.022197816826411074,0.050951810436634715,0
596,1,739.59,697.96,0.0,41.63,66.8,card,desktop,US,1,standard,silver,Female,CO,CO,expedited,local,2,3,6,5,91.28999999999999,20.531143052703626,68,0.0,0.05964525187689839,0
597,1,307.25,283.01,8.39,15.85,60.7,card,mobile,CA,0,standard,silver,Female,CO,CO,standard,local,5,5,6,3,62.583333333333336,20.136892539356605,0,0.029645595561994278,0.056005088159429,0
598,1,691.19,631.56,8.04,51.59,36.7,bank,desktop,US,0,standard,silver,Female,CO,CO,standard,local,5,8,5,4,115.4625,20.54483230663929,73,0.012730381911457344,0.08168661726518464,0
599,1,554.41,504.89,7.69,41.83,34.8,card,desktop,US,0,standard,silver,Female,CO,CO,standard,regional,6,7,4,2,89.39500000000001,20.531143052703626,69,0.015231040424646954,0.08284972964408088,0
600,1,628.12,585.85,7.34,34.93,67.7,card,tablet,US,0,standard,silver,Female,CO,CO,standard,national,7,9,3,2,149.79,20.194387405886378,0,0.012528804301442348,0.05962277033370316,0
601,1,265.68,239.67,6.99,19.02,40.8,card,mobile,US,1,standard,silver,Female,CO,CO,standard,regional,6,10,1,1,239.67,20.10403832991102,0,0.029165102015271,0.07935911878833396,1
602,1,648.97,580.66,14.04,54.27,82.4,card,mobile,US,1,standard,silver,Female,CO,CO,expedited,regional,3,6,5,5,116.13199999999999,20.292950034223136,0,0.024179382082457894,0.09346261151103917,1
603,1,438.86,396.96,7.69,34.21,62.1,card,mobile,US,1,standard,silver,Female,CO,CO,standard,regional,6,6,4,4,99.24000000000001,20.186173853524984,0,0.019372228939943573,0.08617996775493753,0
604,1,157.53,143.04,6.99,7.5,35.2,card,desktop,IN,0,standard,silver,Female,CO,CO,standard,regional,6,7,1,1,143.04,20.35044490075291,2,0.04886744966442953,0.05243288590604027,0
605,1,23.93,15.74,6.99,1.2,2.7,bank,mobile,US,0,standard,silver,Female,CO,CO,standard,regional,6,8,1,1,15.74,20.542094455852155,72,0.4440914866581957,0.07623888182973317,0
